date,receipt_id,sku_id,quantity,unit_price,total_value
2025-03-12,R031025,SKU002,1,4.7,4.7
2025-03-12,R031026,SKU009,1,6.21,6.21
2025-03-12,R031026,SKU021,1,4.55,4.55
2025-03-12,R031027,SKU009,1,6.21,6.21
2025-03-12,R031028,SKU002,3,4.7,14.100000000000001
2025-03-12,R031029,SKU025,1,4.92,4.92
2025-03-12,R031029,SKU010,1,3.5,3.5
2025-03-12,R031029,SKU005,1,3.94,3.94
2025-03-12,R031030,SKU030,1,7.26,7.26
2025-03-12,R031030,SKU025,1,4.92,4.92
2025-03-12,R031031,SKU014,1,4.9,4.9
2025-03-12,R031031,SKU003,3,4.81,14.43
2025-03-12,R031032,SKU005,1,3.94,3.94
2025-03-12,R031033,SKU016,1,4.91,4.91
2025-03-12,R031034,SKU002,1,4.7,4.7
2025-03-12,R031035,SKU008,1,4.74,4.74
2025-03-12,R031036,SKU024,1,4.08,4.08
2025-03-12,R031036,SKU033,1,20.67,20.67
2025-03-12,R031037,SKU005,1,3.94,3.94
2025-03-12,R031038,SKU027,1,4.4,4.4
2025-03-12,R031039,SKU011,1,3.94,3.94
2025-03-12,R031040,SKU018,1,4.1,4.1
2025-03-12,R031041,SKU006,1,4.26,4.26
2025-03-12,R031041,SKU018,1,4.1,4.1
2025-03-12,R031042,SKU014,2,4.9,9.8
2025-03-12,R031042,SKU001,1,3.59,3.59
2025-03-12,R031043,SKU025,1,4.92,4.92
2025-03-13,R031044,SKU005,1,3.94,3.94
2025-03-13,R031045,SKU003,2,4.81,9.62
2025-03-13,R031045,SKU026,1,5.45,5.45
2025-03-13,R031045,SKU014,2,4.9,9.8
2025-03-13,R031046,SKU015,1,5.89,5.89
2025-03-13,R031046,SKU006,1,4.26,4.26
2025-03-13,R031046,SKU010,1,3.5,3.5
2025-03-13,R031047,SKU004,2,3.03,6.06
2025-03-13,R031048,SKU008,1,4.74,4.74
2025-03-13,R031049,SKU013,2,4.79,9.58
2025-03-13,R031050,SKU017,1,5.73,5.73
2025-03-13,R031050,SKU026,3,5.45,16.35
2025-03-13,R031051,SKU001,1,3.59,3.59
2025-03-13,R031052,SKU002,1,4.7,4.7
2025-03-13,R031053,SKU005,1,3.94,3.94
2025-03-13,R031053,SKU005,1,3.94,3.94
2025-03-13,R031053,SKU011,1,3.94,3.94
2025-03-13,R031054,SKU023,1,5.09,5.09
2025-03-13,R031055,SKU034,2,21.99,43.98
2025-03-13,R031055,SKU023,1,5.09,5.09
2025-03-13,R031055,SKU014,1,4.9,4.9
2025-03-13,R031055,SKU021,1,4.55,4.55
2025-03-13,R031056,SKU006,2,4.26,8.52
2025-03-13,R031056,SKU016,1,4.91,4.91
2025-03-13,R031057,SKU021,1,4.55,4.55
2025-03-13,R031057,SKU020,1,5.09,5.09
2025-03-13,R031058,SKU009,1,6.21,6.21
2025-03-13,R031059,SKU014,1,4.9,4.9
2025-03-13,R031059,SKU010,1,3.5,3.5
2025-03-13,R031059,SKU015,1,5.89,5.89
2025-03-13,R031060,SKU007,1,3.79,3.79
2025-03-13,R031061,SKU028,2,7.77,15.54
2025-03-13,R031062,SKU026,3,5.45,16.35
2025-03-13,R031062,SKU014,2,4.9,9.8
2025-03-13,R031063,SKU023,1,5.09,5.09
2025-03-13,R031063,SKU006,2,4.26,8.52
2025-03-13,R031064,SKU026,1,5.45,5.45
2025-03-13,R031065,SKU014,1,4.9,4.9
2025-03-13,R031066,SKU002,1,4.7,4.7
2025-03-13,R031067,SKU006,1,4.26,4.26
2025-03-13,R031067,SKU024,1,4.08,4.08
2025-03-13,R031067,SKU011,3,3.94,11.82
2025-03-13,R031068,SKU003,2,4.81,9.62
2025-03-13,R031068,SKU023,1,5.09,5.09
2025-03-13,R031069,SKU012,1,3.19,3.19
2025-03-13,R031069,SKU009,1,6.21,6.21
2025-03-13,R031070,SKU029,1,7.18,7.18
2025-03-13,R031071,SKU023,1,5.09,5.09
2025-03-13,R031072,SKU025,1,4.92,4.92
2025-03-13,R031072,SKU008,1,4.74,4.74
2025-03-13,R031072,SKU005,2,3.94,7.88
2025-03-13,R031073,SKU027,1,4.4,4.4
2025-03-13,R031073,SKU018,1,4.1,4.1
2025-03-13,R031074,SKU001,1,3.59,3.59
2025-03-13,R031074,SKU004,1,3.03,3.03
2025-03-13,R031075,SKU033,1,20.67,20.67
2025-03-13,R031076,SKU022,1,4.13,4.13
2025-03-13,R031077,SKU009,3,6.21,18.63
2025-03-13,R031077,SKU027,1,4.4,4.4
2025-03-13,R031078,SKU024,1,4.08,4.08
2025-03-13,R031079,SKU023,1,5.09,5.09
2025-03-13,R031080,SKU007,1,3.79,3.79
2025-03-13,R031080,SKU004,1,3.03,3.03
2025-03-13,R031081,SKU004,2,3.03,6.06
2025-03-13,R031081,SKU024,1,4.08,4.08
2025-03-13,R031082,SKU016,1,4.91,4.91
2025-03-13,R031082,SKU027,2,4.4,8.8
2025-03-13,R031082,SKU026,1,5.45,5.45
2025-03-13,R031083,SKU017,1,5.73,5.73
2025-03-13,R031084,SKU011,1,3.94,3.94
2025-03-13,R031085,SKU028,1,7.77,7.77
2025-03-13,R031085,SKU008,2,4.74,9.48
2025-03-13,R031086,SKU020,1,5.09,5.09
2025-03-13,R031087,SKU014,1,4.9,4.9
2025-03-13,R031087,SKU015,1,5.89,5.89
2025-03-13,R031088,SKU013,1,4.79,4.79
2025-03-13,R031089,SKU022,1,4.13,4.13
2025-03-13,R031090,SKU011,2,3.94,7.88
2025-03-13,R031091,SKU018,2,4.1,8.2
2025-03-13,R031091,SKU002,2,4.7,9.4
2025-03-13,R031091,SKU018,3,4.1,12.299999999999999
2025-03-13,R031092,SKU023,1,5.09,5.09
2025-03-13,R031093,SKU004,1,3.03,3.03
2025-03-13,R031094,SKU015,1,5.89,5.89
2025-03-13,R031094,SKU003,3,4.81,14.43
2025-03-13,R031094,SKU015,1,5.89,5.89
2025-03-13,R031095,SKU010,1,3.5,3.5
2025-03-13,R031096,SKU032,1,17.88,17.88
2025-03-13,R031097,SKU009,1,6.21,6.21
2025-03-13,R031098,SKU005,1,3.94,3.94
2025-03-13,R031098,SKU009,1,6.21,6.21
2025-03-13,R031099,SKU018,2,4.1,8.2
2025-03-13,R031100,SKU015,1,5.89,5.89
2025-03-13,R031101,SKU020,3,5.09,15.27
2025-03-13,R031102,SKU029,1,7.18,7.18
2025-03-13,R031102,SKU014,1,4.9,4.9
2025-03-13,R031103,SKU014,1,4.9,4.9
2025-03-13,R031104,SKU005,1,3.94,3.94
2025-03-13,R031105,SKU009,1,6.21,6.21
2025-03-13,R031105,SKU012,1,3.19,3.19
2025-03-13,R031106,SKU013,1,4.79,4.79
2025-03-13,R031106,SKU008,1,4.74,4.74
2025-03-13,R031107,SKU010,1,3.5,3.5
2025-03-13,R031108,SKU006,1,4.26,4.26
2025-03-13,R031108,SKU014,2,4.9,9.8
2025-03-14,R031109,SKU014,1,4.9,4.9
2025-03-14,R031110,SKU009,1,6.21,6.21
2025-03-14,R031110,SKU012,1,3.19,3.19
2025-03-14,R031111,SKU019,1,5.93,5.93
2025-03-14,R031111,SKU027,1,4.4,4.4
2025-03-14,R031112,SKU013,1,4.79,4.79
2025-03-14,R031112,SKU010,1,3.5,3.5
2025-03-14,R031113,SKU025,1,4.92,4.92
2025-03-14,R031113,SKU027,1,4.4,4.4
2025-03-14,R031113,SKU003,1,4.81,4.81
2025-03-14,R031113,SKU004,1,3.03,3.03
2025-03-14,R031114,SKU016,1,4.91,4.91
2025-03-14,R031114,SKU009,1,6.21,6.21
2025-03-14,R031114,SKU026,1,5.45,5.45
2025-03-14,R031115,SKU022,2,4.13,8.26
2025-03-14,R031116,SKU013,1,4.79,4.79
2025-03-14,R031117,SKU016,1,4.91,4.91
2025-03-14,R031118,SKU025,2,4.92,9.84
2025-03-14,R031119,SKU018,1,4.1,4.1
2025-03-14,R031119,SKU009,3,6.21,18.63
2025-03-14,R031120,SKU011,1,3.94,3.94
2025-03-14,R031120,SKU022,1,4.13,4.13
2025-03-14,R031120,SKU024,1,4.08,4.08
2025-03-14,R031120,SKU009,1,6.21,6.21
2025-03-14,R031121,SKU003,1,4.81,4.81
2025-03-14,R031121,SKU026,3,5.45,16.35
2025-03-14,R031121,SKU006,1,4.26,4.26
2025-03-14,R031122,SKU009,3,6.21,18.63
2025-03-14,R031123,SKU006,1,4.26,4.26
2025-03-14,R031123,SKU021,1,4.55,4.55
2025-03-14,R031124,SKU003,1,4.81,4.81
2025-03-14,R031124,SKU028,1,7.77,7.77
2025-03-14,R031125,SKU003,1,4.81,4.81
2025-03-14,R031125,SKU026,2,5.45,10.9
2025-03-14,R031126,SKU001,1,3.59,3.59
2025-03-14,R031126,SKU007,1,3.79,3.79
2025-03-14,R031126,SKU004,1,3.03,3.03
2025-03-14,R031127,SKU027,1,4.4,4.4
2025-03-14,R031127,SKU003,1,4.81,4.81
2025-03-14,R031127,SKU023,1,5.09,5.09
2025-03-14,R031128,SKU022,2,4.13,8.26
2025-03-14,R031129,SKU002,1,4.7,4.7
2025-03-14,R031129,SKU030,1,7.26,7.26
2025-03-14,R031129,SKU025,1,4.92,4.92
2025-03-14,R031130,SKU021,1,4.55,4.55
2025-03-14,R031130,SKU028,3,7.77,23.31
2025-03-14,R031131,SKU003,1,4.81,4.81
2025-03-14,R031132,SKU001,1,3.59,3.59
2025-03-14,R031132,SKU015,2,5.89,11.78
2025-03-14,R031133,SKU016,1,4.91,4.91
2025-03-14,R031133,SKU015,1,5.89,5.89
2025-03-14,R031134,SKU012,1,3.19,3.19
2025-03-14,R031135,SKU005,1,3.94,3.94
2025-03-14,R031135,SKU009,2,6.21,12.42
2025-03-14,R031136,SKU014,1,4.9,4.9
2025-03-14,R031137,SKU011,1,3.94,3.94
2025-03-14,R031137,SKU002,1,4.7,4.7
2025-03-14,R031138,SKU006,2,4.26,8.52
2025-03-14,R031138,SKU025,1,4.92,4.92
2025-03-14,R031138,SKU006,2,4.26,8.52
2025-03-14,R031139,SKU002,2,4.7,9.4
2025-03-14,R031140,SKU025,1,4.92,4.92
2025-03-14,R031141,SKU001,1,3.59,3.59
2025-03-14,R031142,SKU013,1,4.79,4.79
2025-03-14,R031142,SKU004,2,3.03,6.06
2025-03-14,R031142,SKU025,1,4.92,4.92
2025-03-14,R031142,SKU013,1,4.79,4.79
2025-03-14,R031143,SKU002,1,4.7,4.7
2025-03-14,R031144,SKU026,1,5.45,5.45
2025-03-14,R031145,SKU016,2,4.91,9.82
2025-03-14,R031145,SKU008,1,4.74,4.74
2025-03-14,R031146,SKU005,1,3.94,3.94
2025-03-14,R031147,SKU019,1,5.93,5.93
2025-03-14,R031148,SKU007,1,3.79,3.79
2025-03-14,R031149,SKU010,1,3.5,3.5
2025-03-14,R031149,SKU023,1,5.09,5.09
2025-03-14,R031150,SKU014,1,4.9,4.9
2025-03-14,R031151,SKU023,2,5.09,10.18
2025-03-14,R031152,SKU027,1,4.4,4.4
2025-03-14,R031153,SKU007,1,3.79,3.79
2025-03-14,R031153,SKU015,2,5.89,11.78
2025-03-14,R031154,SKU016,2,4.91,9.82
2025-03-14,R031155,SKU024,1,4.08,4.08
2025-03-14,R031155,SKU012,2,3.19,6.38
2025-03-14,R031155,SKU002,1,4.7,4.7
2025-03-14,R031156,SKU005,1,3.94,3.94
2025-03-14,R031157,SKU011,1,3.94,3.94
2025-03-14,R031157,SKU003,1,4.81,4.81
2025-03-14,R031158,SKU007,1,3.79,3.79
2025-03-14,R031158,SKU025,1,4.92,4.92
2025-03-14,R031159,SKU006,1,4.26,4.26
2025-03-14,R031160,SKU023,2,5.09,10.18
2025-03-14,R031160,SKU006,1,4.26,4.26
2025-03-14,R031160,SKU005,1,3.94,3.94
2025-03-14,R031161,SKU006,3,4.26,12.78
2025-03-14,R031162,SKU010,1,3.5,3.5
2025-03-14,R031162,SKU024,1,4.08,4.08
2025-03-14,R031163,SKU011,2,3.94,7.88
2025-03-14,R031164,SKU003,1,4.81,4.81
2025-03-14,R031165,SKU030,1,7.26,7.26
2025-03-14,R031165,SKU006,1,4.26,4.26
2025-03-14,R031166,SKU030,1,7.26,7.26
2025-03-14,R031166,SKU024,1,4.08,4.08
2025-03-14,R031166,SKU001,2,3.59,7.18
2025-03-14,R031167,SKU002,1,4.7,4.7
2025-03-14,R031167,SKU019,1,5.93,5.93
2025-03-14,R031167,SKU007,2,3.79,7.58
2025-03-14,R031168,SKU014,1,4.9,4.9
2025-03-14,R031168,SKU025,1,4.92,4.92
2025-03-14,R031169,SKU014,1,4.9,4.9
2025-03-14,R031169,SKU029,1,7.18,7.18
2025-03-14,R031170,SKU007,1,3.79,3.79
2025-03-14,R031171,SKU016,1,4.91,4.91
2025-03-14,R031171,SKU029,1,7.18,7.18
2025-03-14,R031171,SKU002,1,4.7,4.7
2025-03-14,R031172,SKU020,1,5.09,5.09
2025-03-14,R031172,SKU027,1,4.4,4.4
2025-03-14,R031172,SKU016,2,4.91,9.82
2025-03-14,R031173,SKU014,1,4.9,4.9
2025-03-14,R031173,SKU015,1,5.89,5.89
2025-03-14,R031174,SKU028,1,7.77,7.77
2025-03-14,R031174,SKU023,1,5.09,5.09
2025-03-14,R031174,SKU026,1,5.45,5.45
2025-03-14,R031174,SKU009,1,6.21,6.21
2025-03-14,R031175,SKU018,1,4.1,4.1
2025-03-14,R031175,SKU025,1,4.92,4.92
2025-03-14,R031175,SKU021,2,4.55,9.1
2025-03-14,R031176,SKU005,1,3.94,3.94
2025-03-14,R031176,SKU022,2,4.13,8.26
2025-03-14,R031176,SKU001,1,3.59,3.59
2025-03-14,R031177,SKU014,1,4.9,4.9
2025-03-14,R031177,SKU006,1,4.26,4.26
2025-03-14,R031178,SKU026,1,5.45,5.45
2025-03-14,R031179,SKU017,1,5.73,5.73
2025-03-14,R031180,SKU034,1,21.99,21.99
2025-03-14,R031180,SKU018,1,4.1,4.1
2025-03-14,R031181,SKU008,3,4.74,14.22
2025-03-14,R031182,SKU018,1,4.1,4.1
2025-03-14,R031182,SKU025,1,4.92,4.92
2025-03-15,R031183,SKU008,1,4.74,4.74
2025-03-15,R031183,SKU026,1,5.45,5.45
2025-03-15,R031184,SKU024,2,4.08,8.16
2025-03-15,R031185,SKU017,1,5.73,5.73
2025-03-15,R031186,SKU007,1,3.79,3.79
2025-03-15,R031186,SKU004,1,3.03,3.03
2025-03-15,R031187,SKU010,1,3.5,3.5
2025-03-15,R031188,SKU007,1,3.79,3.79
2025-03-15,R031189,SKU023,1,5.09,5.09
2025-03-15,R031190,SKU013,1,4.79,4.79
2025-03-15,R031191,SKU001,1,3.59,3.59
2025-03-15,R031192,SKU006,1,4.26,4.26
2025-03-15,R031193,SKU017,1,5.73,5.73
2025-03-15,R031194,SKU010,1,3.5,3.5
2025-03-15,R031194,SKU018,1,4.1,4.1
2025-03-15,R031194,SKU005,1,3.94,3.94
2025-03-15,R031195,SKU028,1,7.77,7.77
2025-03-15,R031195,SKU027,1,4.4,4.4
2025-03-15,R031195,SKU003,1,4.81,4.81
2025-03-15,R031195,SKU005,2,3.94,7.88
2025-03-15,R031196,SKU026,1,5.45,5.45
2025-03-15,R031196,SKU007,1,3.79,3.79
2025-03-15,R031196,SKU003,1,4.81,4.81
2025-03-15,R031197,SKU012,2,3.19,6.38
2025-03-15,R031198,SKU023,1,5.09,5.09
2025-03-15,R031199,SKU017,1,5.73,5.73
2025-03-15,R031200,SKU008,1,4.74,4.74
2025-03-15,R031201,SKU025,1,4.92,4.92
2025-03-15,R031202,SKU006,1,4.26,4.26
2025-03-15,R031203,SKU006,1,4.26,4.26
2025-03-15,R031204,SKU015,1,5.89,5.89
2025-03-15,R031205,SKU010,3,3.5,10.5
2025-03-15,R031205,SKU001,1,3.59,3.59
2025-03-15,R031206,SKU010,1,3.5,3.5
2025-03-15,R031206,SKU008,1,4.74,4.74
2025-03-15,R031206,SKU017,1,5.73,5.73
2025-03-15,R031206,SKU023,1,5.09,5.09
2025-03-15,R031207,SKU007,3,3.79,11.370000000000001
2025-03-15,R031208,SKU008,1,4.74,4.74
2025-03-15,R031209,SKU015,1,5.89,5.89
2025-03-15,R031210,SKU030,1,7.26,7.26
2025-03-15,R031211,SKU004,1,3.03,3.03
2025-03-15,R031212,SKU002,1,4.7,4.7
2025-03-15,R031213,SKU016,1,4.91,4.91
2025-03-15,R031214,SKU027,1,4.4,4.4
2025-03-15,R031214,SKU015,1,5.89,5.89
2025-03-15,R031215,SKU026,1,5.45,5.45
2025-03-15,R031216,SKU025,2,4.92,9.84
2025-03-15,R031216,SKU023,3,5.09,15.27
2025-03-15,R031216,SKU023,2,5.09,10.18
2025-03-15,R031217,SKU021,1,4.55,4.55
2025-03-15,R031218,SKU010,1,3.5,3.5
2025-03-15,R031218,SKU025,1,4.92,4.92
2025-03-15,R031219,SKU013,2,4.79,9.58
2025-03-15,R031219,SKU020,2,5.09,10.18
2025-03-15,R031220,SKU014,1,4.9,4.9
2025-03-15,R031221,SKU001,1,3.59,3.59
2025-03-15,R031222,SKU006,1,4.26,4.26
2025-03-15,R031222,SKU018,3,4.1,12.299999999999999
2025-03-15,R031223,SKU025,1,4.92,4.92
2025-03-15,R031224,SKU018,1,4.1,4.1
2025-03-15,R031225,SKU006,1,4.26,4.26
2025-03-15,R031225,SKU021,1,4.55,4.55
2025-03-15,R031226,SKU009,1,6.21,6.21
2025-03-15,R031227,SKU001,1,3.59,3.59
2025-03-15,R031228,SKU016,2,4.91,9.82
2025-03-15,R031228,SKU026,1,5.45,5.45
2025-03-15,R031228,SKU027,2,4.4,8.8
2025-03-15,R031228,SKU005,1,3.94,3.94
2025-03-15,R031229,SKU007,1,3.79,3.79
2025-03-15,R031230,SKU011,1,3.94,3.94
2025-03-15,R031230,SKU020,1,5.09,5.09
2025-03-15,R031231,SKU001,1,3.59,3.59
2025-03-15,R031232,SKU027,1,4.4,4.4
2025-03-15,R031233,SKU014,3,4.9,14.700000000000001
2025-03-15,R031233,SKU018,1,4.1,4.1
2025-03-15,R031234,SKU023,1,5.09,5.09
2025-03-15,R031235,SKU014,1,4.9,4.9
2025-03-15,R031235,SKU006,2,4.26,8.52
2025-03-15,R031236,SKU009,2,6.21,12.42
2025-03-15,R031236,SKU012,1,3.19,3.19
2025-03-15,R031237,SKU020,1,5.09,5.09
2025-03-15,R031238,SKU025,1,4.92,4.92
2025-03-15,R031239,SKU005,1,3.94,3.94
2025-03-15,R031240,SKU003,1,4.81,4.81
2025-03-15,R031241,SKU018,1,4.1,4.1
2025-03-15,R031242,SKU010,3,3.5,10.5
2025-03-15,R031242,SKU016,1,4.91,4.91
2025-03-15,R031242,SKU005,1,3.94,3.94
2025-03-15,R031243,SKU003,3,4.81,14.43
2025-03-15,R031244,SKU018,1,4.1,4.1
2025-03-15,R031244,SKU002,1,4.7,4.7
2025-03-15,R031244,SKU009,1,6.21,6.21
2025-03-15,R031244,SKU007,1,3.79,3.79
2025-03-15,R031245,SKU007,1,3.79,3.79
2025-03-15,R031245,SKU010,1,3.5,3.5
2025-03-15,R031246,SKU004,3,3.03,9.09
2025-03-15,R031247,SKU001,1,3.59,3.59
2025-03-15,R031248,SKU001,1,3.59,3.59
2025-03-15,R031249,SKU025,1,4.92,4.92
2025-03-15,R031249,SKU009,1,6.21,6.21
2025-03-15,R031250,SKU015,1,5.89,5.89
2025-03-15,R031251,SKU016,1,4.91,4.91
2025-03-15,R031251,SKU020,1,5.09,5.09
2025-03-15,R031251,SKU031,1,20.63,20.63
2025-03-15,R031252,SKU013,1,4.79,4.79
2025-03-15,R031252,SKU003,1,4.81,4.81
2025-03-15,R031253,SKU003,1,4.81,4.81
2025-03-15,R031253,SKU004,1,3.03,3.03
2025-03-15,R031253,SKU010,2,3.5,7.0
2025-03-15,R031254,SKU029,2,7.18,14.36
2025-03-15,R031255,SKU004,3,3.03,9.09
2025-03-15,R031256,SKU001,1,3.59,3.59
2025-03-15,R031257,SKU017,1,5.73,5.73
2025-03-15,R031258,SKU023,1,5.09,5.09
2025-03-15,R031258,SKU009,1,6.21,6.21
2025-03-15,R031259,SKU002,3,4.7,14.100000000000001
2025-03-15,R031260,SKU017,1,5.73,5.73
2025-03-15,R031260,SKU009,1,6.21,6.21
2025-03-15,R031261,SKU034,2,21.99,43.98
2025-03-16,R031262,SKU025,1,4.92,4.92
2025-03-16,R031262,SKU002,1,4.7,4.7
2025-03-16,R031262,SKU010,1,3.5,3.5
2025-03-16,R031263,SKU002,1,4.7,4.7
2025-03-16,R031263,SKU006,1,4.26,4.26
2025-03-16,R031263,SKU026,1,5.45,5.45
2025-03-16,R031264,SKU006,2,4.26,8.52
2025-03-16,R031264,SKU009,2,6.21,12.42
2025-03-16,R031265,SKU024,1,4.08,4.08
2025-03-16,R031265,SKU021,1,4.55,4.55
2025-03-16,R031266,SKU020,1,5.09,5.09
2025-03-16,R031267,SKU001,1,3.59,3.59
2025-03-16,R031267,SKU015,1,5.89,5.89
2025-03-16,R031267,SKU003,3,4.81,14.43
2025-03-16,R031268,SKU006,1,4.26,4.26
2025-03-16,R031269,SKU010,1,3.5,3.5
2025-03-16,R031270,SKU030,1,7.26,7.26
2025-03-16,R031271,SKU007,2,3.79,7.58
2025-03-16,R031272,SKU004,1,3.03,3.03
2025-03-16,R031273,SKU015,1,5.89,5.89
2025-03-16,R031273,SKU030,1,7.26,7.26
2025-03-16,R031274,SKU009,1,6.21,6.21
2025-03-16,R031275,SKU033,1,20.67,20.67
2025-03-16,R031276,SKU009,3,6.21,18.63
2025-03-16,R031276,SKU026,2,5.45,10.9
2025-03-16,R031277,SKU014,1,4.9,4.9
2025-03-16,R031278,SKU010,1,3.5,3.5
2025-03-16,R031279,SKU034,2,21.99,43.98
2025-03-16,R031279,SKU021,1,4.55,4.55
2025-03-16,R031279,SKU010,1,3.5,3.5
2025-03-16,R031280,SKU006,1,4.26,4.26
2025-03-16,R031280,SKU025,1,4.92,4.92
2025-03-16,R031281,SKU018,1,4.1,4.1
2025-03-16,R031282,SKU016,1,4.91,4.91
2025-03-16,R031282,SKU018,1,4.1,4.1
2025-03-16,R031283,SKU017,1,5.73,5.73
2025-03-16,R031284,SKU014,1,4.9,4.9
2025-03-16,R031284,SKU010,1,3.5,3.5
2025-03-16,R031285,SKU025,1,4.92,4.92
2025-03-16,R031286,SKU004,1,3.03,3.03
2025-03-16,R031287,SKU006,1,4.26,4.26
2025-03-16,R031288,SKU022,2,4.13,8.26
2025-03-16,R031289,SKU002,1,4.7,4.7
2025-03-16,R031290,SKU010,1,3.5,3.5
2025-03-16,R031291,SKU014,1,4.9,4.9
2025-03-16,R031291,SKU010,1,3.5,3.5
2025-03-16,R031291,SKU021,1,4.55,4.55
2025-03-16,R031291,SKU013,1,4.79,4.79
2025-03-16,R031292,SKU004,1,3.03,3.03
2025-03-16,R031292,SKU010,1,3.5,3.5
2025-03-16,R031293,SKU007,1,3.79,3.79
2025-03-16,R031293,SKU004,1,3.03,3.03
2025-03-16,R031293,SKU012,1,3.19,3.19
2025-03-16,R031294,SKU009,1,6.21,6.21
2025-03-16,R031294,SKU004,1,3.03,3.03
2025-03-16,R031295,SKU004,1,3.03,3.03
2025-03-16,R031295,SKU019,1,5.93,5.93
2025-03-16,R031296,SKU014,1,4.9,4.9
2025-03-16,R031296,SKU008,1,4.74,4.74
2025-03-16,R031297,SKU019,1,5.93,5.93
2025-03-16,R031297,SKU021,1,4.55,4.55
2025-03-16,R031297,SKU015,2,5.89,11.78
2025-03-16,R031298,SKU016,1,4.91,4.91
2025-03-16,R031298,SKU010,1,3.5,3.5
2025-03-16,R031299,SKU004,1,3.03,3.03
2025-03-16,R031300,SKU024,1,4.08,4.08
2025-03-16,R031301,SKU008,1,4.74,4.74
2025-03-16,R031302,SKU025,3,4.92,14.76
2025-03-16,R031303,SKU032,1,17.88,17.88
2025-03-16,R031304,SKU005,1,3.94,3.94
2025-03-16,R031304,SKU025,1,4.92,4.92
2025-03-16,R031305,SKU014,1,4.9,4.9
2025-03-16,R031305,SKU007,1,3.79,3.79
2025-03-16,R031305,SKU011,2,3.94,7.88
2025-03-16,R031305,SKU011,1,3.94,3.94
2025-03-16,R031306,SKU013,1,4.79,4.79
2025-03-16,R031307,SKU004,1,3.03,3.03
2025-03-16,R031307,SKU019,1,5.93,5.93
2025-03-16,R031307,SKU005,1,3.94,3.94
2025-03-16,R031307,SKU015,1,5.89,5.89
2025-03-16,R031308,SKU008,1,4.74,4.74
2025-03-16,R031308,SKU023,1,5.09,5.09
2025-03-16,R031308,SKU018,1,4.1,4.1
2025-03-16,R031309,SKU006,3,4.26,12.78
2025-03-16,R031309,SKU025,1,4.92,4.92
2025-03-16,R031310,SKU004,3,3.03,9.09
2025-03-16,R031311,SKU019,1,5.93,5.93
2025-03-16,R031312,SKU006,1,4.26,4.26
2025-03-16,R031313,SKU011,1,3.94,3.94
2025-03-16,R031313,SKU012,1,3.19,3.19
2025-03-16,R031313,SKU016,1,4.91,4.91
2025-03-16,R031314,SKU018,1,4.1,4.1
2025-03-16,R031315,SKU008,1,4.74,4.74
2025-03-16,R031316,SKU010,1,3.5,3.5
2025-03-16,R031317,SKU009,1,6.21,6.21
2025-03-16,R031318,SKU012,2,3.19,6.38
2025-03-16,R031318,SKU026,1,5.45,5.45
2025-03-16,R031319,SKU027,1,4.4,4.4
2025-03-16,R031319,SKU007,1,3.79,3.79
2025-03-16,R031320,SKU030,3,7.26,21.78
2025-03-16,R031320,SKU009,3,6.21,18.63
2025-03-16,R031321,SKU005,1,3.94,3.94
2025-03-16,R031322,SKU008,1,4.74,4.74
2025-03-16,R031323,SKU023,2,5.09,10.18
2025-03-16,R031323,SKU005,1,3.94,3.94
2025-03-16,R031324,SKU027,1,4.4,4.4
2025-03-16,R031325,SKU012,1,3.19,3.19
2025-03-16,R031325,SKU015,1,5.89,5.89
2025-03-16,R031326,SKU018,3,4.1,12.299999999999999
2025-03-16,R031327,SKU026,2,5.45,10.9
2025-03-16,R031327,SKU011,1,3.94,3.94
2025-03-16,R031327,SKU024,1,4.08,4.08
2025-03-16,R031328,SKU011,2,3.94,7.88
2025-03-16,R031329,SKU023,2,5.09,10.18
2025-03-16,R031330,SKU018,1,4.1,4.1
2025-03-16,R031330,SKU007,1,3.79,3.79
2025-03-16,R031330,SKU026,1,5.45,5.45
2025-03-16,R031330,SKU003,1,4.81,4.81
2025-03-16,R031331,SKU018,1,4.1,4.1
2025-03-16,R031332,SKU020,1,5.09,5.09
2025-03-16,R031333,SKU018,1,4.1,4.1
2025-03-16,R031333,SKU005,1,3.94,3.94
2025-03-16,R031334,SKU001,1,3.59,3.59
2025-03-16,R031335,SKU001,2,3.59,7.18
2025-03-16,R031335,SKU012,3,3.19,9.57
2025-03-16,R031336,SKU026,1,5.45,5.45
2025-03-16,R031337,SKU011,1,3.94,3.94
2025-03-16,R031337,SKU021,3,4.55,13.649999999999999
2025-03-16,R031338,SKU007,1,3.79,3.79
2025-03-16,R031338,SKU009,1,6.21,6.21
2025-03-17,R031339,SKU011,1,3.94,3.94
2025-03-17,R031340,SKU012,2,3.19,6.38
2025-03-17,R031341,SKU019,1,5.93,5.93
2025-03-17,R031341,SKU020,1,5.09,5.09
2025-03-17,R031342,SKU002,1,4.7,4.7
2025-03-17,R031343,SKU008,1,4.74,4.74
2025-03-17,R031343,SKU022,1,4.13,4.13
2025-03-17,R031344,SKU004,1,3.03,3.03
2025-03-17,R031345,SKU022,2,4.13,8.26
2025-03-17,R031346,SKU002,1,4.7,4.7
2025-03-17,R031346,SKU009,1,6.21,6.21
2025-03-17,R031347,SKU014,1,4.9,4.9
2025-03-17,R031348,SKU001,1,3.59,3.59
2025-03-17,R031349,SKU002,1,4.7,4.7
2025-03-17,R031349,SKU003,1,4.81,4.81
